8.38026,
6.96448,kod
0.511670000000001,pitanje
5.97698,kod
3.23663,odgovori
0.641480000000001,kod
0.36213,prazno
0.985739999999996,sledece
1.21555,odgovori
0.772160000000003,kod
0.361629999999998,sledece
10.30075,kod
0.541720000000005,odgovori
7.62686,kod
1.24615,odgovori
3.14002,kod
1.24556999999999,odgovori
4.17411000000001,kod
0.29473999999999,odgovori
1.72595,kod
1.64251000000001,odgovori
1.97033999999999,kod
7.22904000000001,odgovori
0.887320000000003,kod
0.377870000000001,odgovori
0.953069999999982,sledece
1.44519000000001,kod
0.378169999999997,pitanje
2.82657,kod
0.59008,kod
0.395080000000007,pitanje
2.15133999999999,kod
0.788849999999997,odgovori
4.97924999999999,kod
2.02075000000001,odgovori
0.492770000000007,kod
0.985259999999997,odgovori
0.574579999999997,kod
1.28281,odgovori
1.55916999999999,kod
0.345860000000002,odgovori
2.15176000000001,kod
0.344450000000009,odgovori
0.641759999999991,kod
0.460449999999995,odgovori
0.427030000000002,kod
0.689419999999998,sledece
1.57688,odgovori
0.656860000000009,sledece
0.250089999999986,prethodno
0.506470000000007,prazno
5.24114999999999,kod
1.37884000000001,odgovori
0.394630000000006,kod
0.361539999999991,odgovori
0.592160000000007,kod
0.70632999999998,odgovori
4.58383000000001,kod
2.31629000000001,odgovori
0.591239999999999,prazno
1.4614,kod
4.79736000000001,odgovori
0.427609999999987,sledece
1.6099,kod
1.01871,pitanje
0.44314,kod
0.345429999999993,odgovori
1.87396000000001,kod
2.41491999999999,odgovori
1.29748000000001,kod
0.344760000000008,pitanje
2.34926999999999,kod
1.87348,odgovori
2.67740000000001,kod
6.57159000000002,odgovori
1.90566999999999,kod
1.29737,sledece
0.642329999999987,kod
0.886570000000006,prazno
0.246489999999994,sledece
0.33144999999999,prazno
0.309320000000014,kod
0.229680000000002,pitanje
